sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.232;0.629;12.6791;1.59;1.2506;9.5957;0.7671;0.3069;-4.0982;-29.64;0.66;-37.91;76.55;-5.94;-10.37;5.0;;;;NaN;;;;0 / 0;813530;2022-01-06 16:32:46:143
1.752;2.072;11.013;0.4527;1.0925;9.7351;-1.2692;-0.863;-1.2847;-31.74;4.14;-37.14;74.73;-6.4;-2.66;5.0;;;;NaN;;;;0 / 0;814029;2022-01-06 16:32:46:642
1.022;1.1891;12.588;2.069;1.2306;9.5066;1.3287;-0.2726;-1.5079;-30.54;2.64;-37.5;71.77;-6.37;-11.11;5.0;;;;NaN;;;;0 / 0;814529;2022-01-06 16:32:47:142
2.594;2.276;10.149;0.6167;0.9733;9.7387;-0.8648;-1.4444;4.2753;-31.69;6.19;-36.84;71.62;-5.7;-3.62;5.0;;;;NaN;;;;0 / 0;815030;2022-01-06 16:32:47:643
0.806;2.1851;7.121;1.9027;1.1148;9.5555;1.2914;-1.1092;3.4505;-31.09;2.29;-37.86;73.26;-6.53;-11.26;5.0;;;;NaN;;;;0 / 0;815529;2022-01-06 16:32:48:142
0.548;2.867;5.34;0.195;1.112;9.7414;-0.3498;-1.7482;4.4023;-29.94;2.1;-38.46;77.85;-5.93;-2.76;5.0;;;;NaN;;;;0 / 0;816029;2022-01-06 16:32:48:642
0.4301;2.142;5.888;1.871;1.2504;9.5449;1.2309;-0.5747;3.7972;-29.1;3.36;-38.94;67.37;-8.02;-10.13;5.0;;;;NaN;;;;0 / 0;816529;2022-01-06 16:32:49:142
0.002;2.154;6.57;0.1283;1.1997;9.7321;0.3439;-1.0999;4.597;-27.3;1.56;-40.14;75.35;-7.03;-0.76;5.0;;;;NaN;;;;0 / 0;817029;2022-01-06 16:32:49:642
1.85;1.0841;4.701;1.3727;1.108;9.6467;-0.466;0.032;4.9477;-27.9;3.9;-39.79;66.86;-7.39;-7.76;5.0;;;;NaN;;;;0 / 0;817529;2022-01-06 16:32:50:142
0.998;1.56;7.121;-0.0441;0.76;9.7771;0.9112;-0.2116;1.6537;-26.81;1.69;-39.96;77.99;-5.06;-1.18;5.0;;;;NaN;;;;0 / 0;818029;2022-01-06 16:32:50:642
-0.6979;1.407;7.2;1.782;0.8601;9.6049;2.4357;0.7079;0.9282;-30.0;2.51;-38.51;68.0;-8.18;-10.07;5.0;;;;NaN;;;;0 / 0;818529;2022-01-06 16:32:51:142
-2.348;2.2091;7.37;-0.2963;0.8044;9.7691;2.4959;0.7908;1.8829;-21.84;0.41;-43.44;81.52;-4.71;1.74;5.0;;;;NaN;;;;0 / 0;819030;2022-01-06 16:32:51:643
0.363;2.003;6.8;-0.3794;1.801;9.6324;-0.492;0.7141;2.7499;-22.56;-12.06;-39.96;100.31;-10.82;1.89;5.0;;;;NaN;;;;0 / 0;819529;2022-01-06 16:32:52:142
-0.957;4.538;6.623;-0.9665;3.5704;9.0823;-0.1093;0.3329;0.6298;-19.99;-16.56;-39.79;95.95;-20.58;3.87;5.0;;;;NaN;;;;0 / 0;820029;2022-01-06 16:32:52:642
1.91;3.779;6.891;-0.1125;4.1449;8.887;-1.0278;1.0455;-4.0585;-26.16;-15.36;-36.36;87.55;-24.99;2.23;5.0;;;;NaN;;;;0 / 0;820529;2022-01-06 16:32:53:142
0.2051;2.91;14.6441;-0.2571;4.4038;8.7585;-0.5208;1.4369;-5.8526;-26.4;-11.81;-37.91;77.53;-26.68;1.68;5.0;;;;NaN;;;;0 / 0;821030;2022-01-06 16:32:53:643
-0.962;0.308;9.404;0.8176;2.9639;9.3122;0.4793;1.1818;-1.3996;-28.26;-8.59;-37.44;82.37;-17.59;-5.02;5.0;;;;NaN;;;;0 / 0;821529;2022-01-06 16:32:54:142
1.098;2.9681;13.715;0.2044;2.8168;9.3912;0.2725;-0.2886;-1.7911;-26.46;-8.89;-38.81;80.41;-16.2;-5.06;5.0;;;;NaN;;;;0 / 0;822029;2022-01-06 16:32:54:642
1.886;2.9681;8.5661;0.6011;2.9098;9.3457;0.424;0.7305;-3.1986;-28.2;-6.11;-39.0;76.32;-16.04;-2.04;5.0;;;;NaN;;;;0 / 0;822529;2022-01-06 16:32:55:142
0.5051;3.911;12.312;0.562;2.5278;9.4586;2.5927;-0.4371;0.8003;-25.09;-7.5;-40.39;80.68;-15.0;-6.69;5.0;;;;NaN;;;;0 / 0;823030;2022-01-06 16:32:55:643
0.203;2.621;12.894;0.0777;2.1504;9.5677;0.4546;-0.0297;-3.5391;-26.51;-3.19;-40.5;77.54;-12.67;-0.47;5.0;;;;NaN;;;;0 / 0;823529;2022-01-06 16:32:56:142
-1.747;2.405;13.787;0.7376;2.0031;9.5715;2.4946;-0.6392;-3.5585;-25.14;-5.51;-41.21;83.19;-10.96;-6.64;5.0;;;;NaN;;;;0 / 0;824030;2022-01-06 16:32:56:643
0.27;2.721;13.55;0.3381;2.7318;9.4124;-0.5128;-1.2143;-2.8475;-27.71;-6.66;-38.51;82.51;-15.24;-0.84;5.0;;;;NaN;;;;0 / 0;824530;2022-01-06 16:32:57:143
-0.373;3.7721;14.0261;1.4505;2.9447;9.241;1.8453;-0.692;-4.6557;-28.14;-7.69;-38.64;78.14;-15.37;-8.65;5.0;;;;NaN;;;;0 / 0;825029;2022-01-06 16:32:57:642
1.464;3.633;14.6081;0.3423;2.7583;9.4045;-1.089;-1.8897;2.0368;-28.5;-4.39;-38.94;76.04;-16.15;-0.67;5.0;;;;NaN;;;;0 / 0;825530;2022-01-06 16:32:58:143
-0.732;2.946;13.619;1.424;2.3445;9.4152;1.8251;-0.9691;0.589;-27.71;-3.41;-39.06;73.06;-13.06;-8.34;5.0;;;;NaN;;;;0 / 0;826029;2022-01-06 16:32:58:642
1.113;3.36;13.373;0.2011;2.2629;9.5399;-0.4347;-1.5572;1.4732;-28.14;-6.84;-38.21;87.32;-12.44;0.3;5.0;;;;NaN;;;;0 / 0;826529;2022-01-06 16:32:59:142
-1.014;2.8691;10.359;1.2333;2.2582;9.4631;2.1472;-0.5279;-0.8946;-23.94;-4.91;-41.04;74.27;-13.31;-7.43;5.0;;;;NaN;;;;0 / 0;827029;2022-01-06 16:32:59:642
-0.402;2.654;8.064;-0.2279;2.1963;9.5548;0.4176;-0.7224;1.4108;-25.91;-6.0;-39.79;85.95;-13.06;2.45;5.0;;;;NaN;;;;0 / 0;827529;2022-01-06 16:33:00:142
0.239;3.236;8.3411;1.018;2.0849;9.5282;0.4479;-0.5138;3.6133;-25.91;-6.41;-39.79;84.79;-10.83;-5.18;5.0;;;;NaN;;;;0 / 0;828029;2022-01-06 16:33:00:642
0.399;2.352;6.671;-0.5005;2.1211;9.5614;-1.1406;-0.2488;3.4459;-28.5;-7.5;-38.7;90.37;-13.07;2.14;5.0;;;;NaN;;;;0 / 0;828529;2022-01-06 16:33:01:142
0.311;2.5151;8.3171;0.7287;1.584;9.6504;0.4291;-0.9221;1.342;-28.39;-1.56;-39.9;77.88;-10.12;-4.05;5.0;;;;NaN;;;;0 / 0;829029;2022-01-06 16:33:01:642
0.749;1.371;6.077;-0.0175;1.4806;9.6942;-0.5395;0.8199;3.6593;-28.74;-1.86;-39.36;82.35;-8.68;0.1;5.0;;;;NaN;;;;0 / 0;829530;2022-01-06 16:33:02:143
1.22;2.91;6.9431;0.9545;1.6294;9.6231;-0.213;-0.6933;3.6057;-28.61;-2.89;-39.0;80.68;-10.07;-4.48;5.0;;;;NaN;;;;0 / 0;830029;2022-01-06 16:33:02:642
0.9311;1.4381;6.6251;0.2915;2.2768;9.5342;-1.0433;0.8875;3.623;-27.11;-4.5;-39.36;76.01;-14.5;-2.91;5.0;;;;NaN;;;;0 / 0;830530;2022-01-06 16:33:03:143
-0.543;1.8671;6.402;0.8837;1.9285;9.5745;-1.8371;-0.6419;4.2921;-25.31;-4.09;-40.74;77.82;-11.34;-5.27;5.0;;;;NaN;;;;0 / 0;831029;2022-01-06 16:33:03:642
0.117;1.1531;5.955;-0.2619;1.9351;9.6103;-0.4082;1.1007;0.6381;-26.16;-4.61;-40.5;80.95;-13.11;0.28;5.0;;;;NaN;;;;0 / 0;831529;2022-01-06 16:33:04:142
0.222;1.452;7.14;0.3784;1.7401;9.6436;-2.8987;-0.6519;3.5466;-25.8;-4.39;-40.69;79.97;-11.61;-1.24;5.0;;;;NaN;;;;0 / 0;832029;2022-01-06 16:33:04:642
0.7511;1.5671;6.537;-0.1207;1.9362;9.6129;-0.8872;0.3407;3.0943;-25.91;-6.54;-39.36;83.44;-12.31;-1.83;5.0;;;;NaN;;;;0 / 0;832529;2022-01-06 16:33:05:142
2.439;1.553;8.4131;0.4884;2.0484;9.5779;-0.7919;0.8635;1.6781;-25.69;-7.44;-39.9;85.76;-12.06;-2.92;5.0;;;;NaN;;;;0 / 0;833029;2022-01-06 16:33:05:642
0.7391;1.3421;9.584;0.2089;2.3386;9.5214;-0.579;0.928;-0.0344;-26.51;-7.74;-39.24;86.34;-13.8;-1.26;5.0;;;;NaN;;;;0 / 0;833529;2022-01-06 16:33:06:142
4.0901;2.477;5.3801;0.4476;2.4235;9.4919;-0.761;2.2924;0.3814;-25.09;-10.39;-39.49;85.94;-16.34;-2.38;5.0;;;;NaN;;;;0 / 0;834029;2022-01-06 16:33:06:642
0.071;2.568;6.9551;0.2045;2.8478;9.3818;-0.7407;0.6683;0.5302;-27.36;-8.4;-37.61;79.52;-18.0;-3.24;5.0;;;;NaN;;;;0 / 0;834529;2022-01-06 16:33:07:142
0.026;0.7631;10.419;1.5903;2.7991;9.2632;-0.8318;-0.0827;-2.7107;-27.36;-8.64;-38.4;79.25;-17.3;-8.05;5.0;;;;NaN;;;;0 / 0;835029;2022-01-06 16:33:07:642
-0.746;3.051;14.9531;0.4844;3.1505;9.2742;2.2497;1.0459;-2.9946;-26.21;-11.7;-37.61;86.99;-18.74;-2.99;5.0;;;;NaN;;;;0 / 0;835529;2022-01-06 16:33:08:142
